"emp_no","dept_no","from_date","to_date"
16151,"d004","1996-05-13","1998-03-05"
404651,"d005","1987-08-14","9999-01-01"
266066,"d002","1989-04-28","9999-01-01"
108467,"d004","1993-09-21","9999-01-01"
241201,"d001","1999-06-02","9999-01-01"
423754,"d004","1997-05-17","9999-01-01"
293032,"d004","1992-03-15","9999-01-01"
496039,"d007","1997-02-01","9999-01-01"
423277,"d004","1996-07-28","1997-11-12"
420170,"d003","1998-04-08","9999-01-01"
237191,"d005","1995-01-23","1998-02-06"
436436,"d005","1988-11-01","1994-10-25"
15729,"d007","1987-06-01","1989-03-25"
296597,"d005","1998-01-28","9999-01-01"
22286,"d007","1998-08-04","9999-01-01"
460066,"d004","1987-09-18","9999-01-01"
298412,"d006","1995-02-10","9999-01-01"
200827,"d007","1990-07-27","9999-01-01"
291929,"d007","1999-10-01","9999-01-01"
277197,"d009","1997-08-20","9999-01-01"
74806,"d009","1991-12-30","1999-09-11"
419790,"d006","1999-05-02","9999-01-01"
73991,"d007","1986-05-21","9999-01-01"
233298,"d007","1997-11-10","1998-11-02"
289597,"d005","1997-10-06","9999-01-01"
221961,"d004","1992-11-28","9999-01-01"
69146,"d005","1997-03-31","2001-04-28"
418126,"d005","1997-09-23","9999-01-01"
55134,"d004","1995-07-02","9999-01-01"
56070,"d007","1988-03-27","1989-03-29"
245480,"d002","1994-05-21","1994-10-20"
418048,"d004","1989-06-10","9999-01-01"
109083,"d007","1999-12-20","9999-01-01"
282949,"d004","1995-07-22","1998-02-18"
426849,"d007","1997-11-11","9999-01-01"
245179,"d005","1986-09-16","9999-01-01"
454850,"d004","1992-09-27","9999-01-01"
87137,"d007","1985-07-13","9999-01-01"
13828,"d005","1988-11-14","1990-02-06"
244036,"d009","1986-07-21","1987-10-24"
462488,"d002","1995-10-29","1999-08-08"
426978,"d003","1992-09-26","9999-01-01"
63505,"d005","1999-10-06","9999-01-01"
286113,"d005","1990-01-13","1998-12-06"
440444,"d005","1992-06-23","1998-03-14"
34370,"d002","1993-12-22","1998-03-25"
485553,"d004","1999-03-27","9999-01-01"
106366,"d005","1999-06-28","9999-01-01"
89549,"d007","1999-02-16","9999-01-01"
256432,"d002","1985-07-28","1994-11-03"
236215,"d004","1996-04-04","9999-01-01"
427187,"d004","1990-05-12","9999-01-01"
75347,"d005","1993-01-25","9999-01-01"
53137,"d009","1999-10-10","9999-01-01"
80245,"d009","1998-06-16","9999-01-01"
65406,"d004","1987-05-22","9999-01-01"
85586,"d002","1986-08-25","9999-01-01"
433709,"d004","1985-08-21","9999-01-01"
267349,"d004","1998-12-10","9999-01-01"
284355,"d001","1992-06-22","9999-01-01"
20301,"d005","1986-03-18","9999-01-01"
400926,"d005","1988-01-09","9999-01-01"
288564,"d004","1997-05-15","9999-01-01"
468339,"d004","1985-04-11","1993-02-21"
496276,"d005","1989-09-15","9999-01-01"
481743,"d009","1993-02-12","1996-03-09"
32478,"d005","1994-02-10","2000-03-11"
267503,"d006","1995-12-30","9999-01-01"
441808,"d005","1987-06-19","9999-01-01"
446044,"d003","1999-05-02","9999-01-01"
464514,"d005","1999-11-22","2001-08-14"
435514,"d007","1997-06-19","9999-01-01"
297010,"d007","1993-10-09","9999-01-01"
450109,"d002","1994-06-17","9999-01-01"
433645,"d009","1988-08-02","1988-11-22"
221162,"d009","1996-02-24","2000-02-25"
438826,"d005","1992-05-09","9999-01-01"
496683,"d005","1998-12-01","9999-01-01"
70334,"d004","1985-05-13","9999-01-01"
407720,"d002","1999-09-01","9999-01-01"
268633,"d005","1986-03-23","9999-01-01"
256899,"d001","1988-12-12","9999-01-01"
427989,"d008","1995-04-01","9999-01-01"
54714,"d006","1987-06-12","2000-01-21"
16835,"d005","1987-09-30","9999-01-01"
237225,"d005","1998-10-16","9999-01-01"
13618,"d007","1996-01-07","9999-01-01"
440121,"d004","1991-08-13","9999-01-01"
76971,"d005","1992-06-19","1997-09-28"
444752,"d007","1993-04-03","2000-02-16"
79729,"d001","1995-02-11","9999-01-01"
427733,"d004","1993-03-24","9999-01-01"
297605,"d004","1999-07-30","9999-01-01"
22111,"d007","1995-03-21","9999-01-01"
468472,"d004","1998-02-03","9999-01-01"
257668,"d009","1994-01-12","9999-01-01"
225418,"d004","1996-12-31","9999-01-01"
260151,"d006","1996-10-16","1999-02-05"
108530,"d001","1993-08-23","9999-01-01"
84192,"d007","1999-04-01","9999-01-01"
438840,"d005","1989-06-01","9999-01-01"
420878,"d004","1996-04-19","9999-01-01"
225287,"d007","1997-11-26","9999-01-01"
72680,"d007","1986-03-15","9999-01-01"
15245,"d003","1994-02-01","9999-01-01"
109946,"d008","2001-11-26","9999-01-01"
102667,"d005","1993-08-19","9999-01-01"
280349,"d008","1994-06-01","9999-01-01"
445990,"d001","1999-11-23","2000-04-14"
207172,"d007","1992-11-05","9999-01-01"
213652,"d009","1986-07-04","9999-01-01"
492355,"d008","1993-12-27","9999-01-01"
31331,"d001","1988-12-09","9999-01-01"
494030,"d005","1991-07-24","9999-01-01"
483766,"d004","1998-12-22","2001-02-03"
492815,"d005","1989-06-06","1998-10-10"
207695,"d004","1994-08-27","9999-01-01"
401744,"d004","1988-07-14","9999-01-01"
262581,"d002","1994-11-07","9999-01-01"
268899,"d005","1990-09-04","2001-07-29"
463002,"d007","1988-02-29","9999-01-01"
448808,"d005","1987-11-12","9999-01-01"
68457,"d005","1988-10-09","1999-05-24"
460804,"d005","1999-03-21","9999-01-01"
212164,"d005","1999-07-26","9999-01-01"
211992,"d004","1988-11-14","1989-12-02"
494832,"d004","1989-05-10","1992-12-04"
290729,"d003","1989-01-28","9999-01-01"
231084,"d003","1999-03-04","9999-01-01"
30282,"d008","1999-09-11","9999-01-01"
464280,"d005","1996-04-03","9999-01-01"
291685,"d004","1998-04-18","9999-01-01"
71395,"d005","1987-09-16","9999-01-01"
12639,"d004","1994-05-21","9999-01-01"
243366,"d005","1997-05-25","2002-07-14"
281274,"d004","1991-08-29","9999-01-01"
292160,"d001","1997-06-10","9999-01-01"
255923,"d004","1994-02-05","9999-01-01"
426861,"d005","1990-01-30","9999-01-01"
477053,"d001","1999-05-11","1999-10-06"
425670,"d001","1995-05-11","9999-01-01"
17961,"d007","1989-01-30","1990-06-05"
486216,"d004","1988-06-16","1993-10-23"
41716,"d004","2000-08-17","9999-01-01"
486641,"d007","1998-12-06","9999-01-01"
81837,"d007","1990-06-11","1997-02-06"
229973,"d004","1988-03-12","9999-01-01"
265233,"d001","1994-03-25","1999-03-12"
293744,"d002","1987-08-23","9999-01-01"
92219,"d005","1996-02-25","9999-01-01"
89829,"d008","1997-05-14","1999-11-26"
98113,"d009","1994-05-14","9999-01-01"
445200,"d004","1992-07-28","1996-06-15"
238940,"d007","1996-11-14","9999-01-01"
56397,"d007","1985-02-19","9999-01-01"
432223,"d008","1991-02-01","2000-12-18"
59878,"d004","1987-11-07","9999-01-01"
250225,"d005","1992-06-20","9999-01-01"
86752,"d005","1994-02-08","1999-05-23"
471542,"d005","1989-04-01","9999-01-01"
47780,"d005","2000-07-20","2002-01-18"
107808,"d004","1992-08-17","9999-01-01"
59407,"d001","1994-12-04","9999-01-01"
496835,"d004","1989-01-11","9999-01-01"
94415,"d005","1991-05-31","9999-01-01"
473469,"d004","1993-08-12","9999-01-01"
409049,"d008","1987-07-29","9999-01-01"
33220,"d005","1994-01-18","1998-11-02"
274847,"d004","1988-04-17","9999-01-01"
93998,"d005","1998-07-05","1999-11-30"
107295,"d007","1998-09-07","9999-01-01"
50502,"d009","1990-11-28","1993-05-03"
455480,"d004","1997-03-18","9999-01-01"
52326,"d005","1994-05-01","2002-02-17"
228820,"d004","1990-10-03","9999-01-01"
428548,"d001","1992-07-01","9999-01-01"
410322,"d008","1995-07-02","9999-01-01"
18128,"d007","2000-01-31","9999-01-01"
65870,"d005","1998-11-02","9999-01-01"
64770,"d001","1994-06-29","9999-01-01"
283261,"d004","1985-02-19","9999-01-01"
56351,"d004","1998-09-24","2000-07-03"
267934,"d005","1994-10-16","1999-04-04"
20190,"d007","1992-05-25","9999-01-01"
224813,"d004","1995-10-30","1997-08-03"
272634,"d005","1998-08-27","9999-01-01"
217152,"d008","1995-02-19","9999-01-01"
464125,"d002","1990-08-04","9999-01-01"
12952,"d005","1988-01-09","9999-01-01"
420086,"d005","1985-05-28","9999-01-01"
457349,"d005","1987-02-03","9999-01-01"
490046,"d004","1990-12-21","9999-01-01"
272839,"d007","1998-07-09","9999-01-01"
219440,"d009","1987-02-23","1987-05-06"
40296,"d007","1991-07-17","9999-01-01"
419793,"d005","1992-04-02","9999-01-01"
408624,"d002","1999-05-30","9999-01-01"
84804,"d004","1992-12-05","1994-01-26"
436684,"d004","1988-03-28","9999-01-01"
80441,"d002","1998-04-21","9999-01-01"
466320,"d003","1988-08-15","9999-01-01"
271040,"d001","1989-05-20","9999-01-01"
208418,"d004","1987-08-31","9999-01-01"
413023,"d007","1991-12-13","1998-10-24"
47190,"d008","1988-03-06","9999-01-01"
230627,"d007","1986-01-29","9999-01-01"
15685,"d005","1992-03-13","9999-01-01"
221536,"d005","1994-03-11","9999-01-01"
200197,"d004","1994-10-03","2000-06-01"
287593,"d004","1990-05-28","9999-01-01"
31445,"d005","1997-06-24","9999-01-01"
82845,"d007","1987-05-19","9999-01-01"
435369,"d007","1998-08-13","9999-01-01"
63190,"d004","1994-09-19","9999-01-01"
443579,"d005","1993-04-08","1999-03-25"
493039,"d003","1999-03-21","2000-04-05"
82746,"d004","2000-04-12","9999-01-01"
273655,"d005","1994-06-02","1998-05-22"
213984,"d004","1998-07-24","1999-02-27"
299573,"d004","1993-07-11","9999-01-01"
76323,"d004","1987-12-29","9999-01-01"
230570,"d005","1993-08-20","9999-01-01"
247453,"d008","1988-07-26","9999-01-01"
20683,"d009","1994-09-19","9999-01-01"
86626,"d007","1987-06-16","9999-01-01"
445750,"d005","1989-10-02","9999-01-01"
205826,"d008","1991-10-13","9999-01-01"
103862,"d004","1986-10-27","9999-01-01"
79996,"d005","1997-09-10","9999-01-01"
24578,"d007","1986-07-15","9999-01-01"
439921,"d007","1995-04-11","9999-01-01"
478721,"d002","1998-02-14","9999-01-01"
279911,"d004","1988-11-15","1993-08-30"
495744,"d003","1991-01-31","9999-01-01"
490361,"d009","1992-04-13","9999-01-01"
202928,"d005","1993-01-28","9999-01-01"
36384,"d002","1987-08-05","2002-01-28"
251813,"d007","2000-01-19","9999-01-01"
413881,"d003","1990-02-22","9999-01-01"
10908,"d003","1986-04-05","9999-01-01"
45945,"d005","1988-08-01","1996-03-28"
223844,"d007","1998-01-17","9999-01-01"
219023,"d005","1996-01-20","9999-01-01"
256788,"d007","1994-02-15","1996-01-13"
404309,"d003","1993-12-22","1996-10-14"
488972,"d004","1986-12-14","2001-11-09"
259848,"d007","1999-05-15","9999-01-01"
263475,"d005","1997-03-05","1997-04-09"
226912,"d008","1998-08-27","9999-01-01"
244873,"d007","1986-05-20","9999-01-01"
56867,"d009","1990-03-01","9999-01-01"
423824,"d005","1995-12-28","9999-01-01"
108075,"d009","2001-09-03","9999-01-01"
281123,"d005","1989-11-05","9999-01-01"
258341,"d007","1992-04-09","9999-01-01"
216765,"d006","1987-07-16","9999-01-01"
31504,"d002","1992-03-15","9999-01-01"
104054,"d005","1985-05-01","9999-01-01"
20493,"d003","1987-11-15","1993-03-30"
499202,"d005","1994-03-22","9999-01-01"
43156,"d003","1993-02-09","2002-07-20"
52773,"d001","1993-03-21","9999-01-01"
105914,"d002","1995-05-24","9999-01-01"
62350,"d009","1988-02-16","9999-01-01"
414191,"d001","1999-11-04","2002-03-21"
405983,"d005","1995-11-16","9999-01-01"
29694,"d005","1991-05-08","9999-01-01"
84737,"d005","1996-11-12","9999-01-01"
438038,"d001","2001-10-03","9999-01-01"
263570,"d008","1998-11-21","9999-01-01"
281170,"d005","1994-10-09","1995-12-01"
230532,"d005","1989-05-26","1995-06-15"
470289,"d005","1988-02-06","9999-01-01"
67944,"d004","1989-03-11","9999-01-01"
410340,"d002","1988-08-04","1989-03-08"
222908,"d005","1986-02-10","9999-01-01"
47826,"d007","1992-04-10","2000-05-18"
31807,"d007","1994-12-14","1995-08-30"
463202,"d004","1998-07-14","1999-01-08"
452395,"d005","1987-09-08","9999-01-01"
499733,"d007","1996-10-14","9999-01-01"
473914,"d005","1990-06-26","9999-01-01"
452904,"d004","1994-09-06","9999-01-01"
107364,"d004","1991-09-02","9999-01-01"
216259,"d007","1997-11-19","9999-01-01"
87100,"d004","1999-06-15","9999-01-01"
201997,"d008","1985-04-07","9999-01-01"
209124,"d001","1987-12-26","9999-01-01"
33964,"d005","1985-07-24","9999-01-01"
280725,"d005","1986-04-23","9999-01-01"
37941,"d007","1994-04-19","1999-06-21"
267570,"d009","1991-02-25","9999-01-01"
232823,"d005","1996-01-01","9999-01-01"
262979,"d003","1992-07-24","9999-01-01"
35297,"d005","1994-01-27","9999-01-01"
287366,"d004","2002-03-26","9999-01-01"
20568,"d006","1987-08-30","9999-01-01"
412072,"d001","1993-11-08","1996-04-07"
456153,"d001","1997-11-24","1998-11-16"
230366,"d004","1989-10-17","1997-05-25"
40113,"d008","1999-10-18","9999-01-01"
285271,"d004","1995-10-10","9999-01-01"
472122,"d004","1990-01-19","9999-01-01"
253060,"d007","1990-07-10","9999-01-01"
417571,"d007","1986-06-09","9999-01-01"
414528,"d003","1993-01-18","9999-01-01"
481862,"d009","1989-09-13","9999-01-01"
80683,"d006","1994-12-14","9999-01-01"
69591,"d008","2000-01-17","9999-01-01"
218241,"d004","1991-09-26","9999-01-01"
298381,"d004","1993-01-22","9999-01-01"
36537,"d005","1986-02-05","9999-01-01"
484929,"d005","1999-09-06","9999-01-01"
299404,"d005","1990-11-03","1999-02-27"
72994,"d004","1998-05-25","1999-05-12"
443556,"d006","1990-02-20","9999-01-01"
83366,"d004","1995-03-24","9999-01-01"
63644,"d005","1995-01-25","2000-03-29"
80889,"d005","1985-07-30","9999-01-01"
254201,"d001","1992-11-02","9999-01-01"
48220,"d005","1986-02-20","9999-01-01"
295362,"d007","1999-11-08","9999-01-01"
461686,"d006","1998-12-09","9999-01-01"
260730,"d005","1987-07-24","9999-01-01"
437837,"d006","1994-09-14","9999-01-01"
285848,"d001","1993-10-16","9999-01-01"
237121,"d007","1989-07-04","9999-01-01"
230997,"d009","1988-06-27","2002-01-06"
403011,"d004","1985-03-08","9999-01-01"
462010,"d006","1999-06-28","2000-11-30"
206680,"d002","1997-11-19","9999-01-01"
437072,"d008","1988-02-24","9999-01-01"
209801,"d004","1988-10-03","9999-01-01"
91542,"d009","1988-11-25","9999-01-01"
246585,"d005","1992-04-26","1993-12-23"
408852,"d002","1999-10-28","9999-01-01"
269462,"d004","1996-08-14","9999-01-01"
38757,"d002","1992-01-07","1992-05-17"
494860,"d003","1985-09-27","1987-04-24"
242682,"d008","1991-05-08","9999-01-01"
49989,"d004","1999-11-26","9999-01-01"
407043,"d009","1987-07-23","9999-01-01"
288673,"d009","1993-08-14","9999-01-01"
284823,"d005","1990-05-02","1995-09-26"
11531,"d004","1992-11-04","9999-01-01"
76847,"d005","1989-08-16","1994-11-09"
61848,"d008","1992-03-14","9999-01-01"
252398,"d001","1986-02-27","9999-01-01"
410434,"d004","1998-12-01","1999-05-22"
281679,"d004","1993-06-30","9999-01-01"
21524,"d007","1995-07-29","9999-01-01"
230599,"d005","1995-11-12","2002-04-24"
78655,"d008","1986-11-06","1988-02-04"
229868,"d006","1999-04-28","9999-01-01"
283556,"d003","1995-08-19","9999-01-01"
273586,"d005","1989-04-19","1989-07-27"
427196,"d005","1988-05-17","9999-01-01"
61817,"d004","1986-12-21","1995-06-14"
77033,"d004","1991-10-13","9999-01-01"
254898,"d004","1998-11-19","9999-01-01"
409356,"d003","1987-11-17","9999-01-01"
96392,"d006","1999-10-13","2000-03-11"
290141,"d005","1995-12-24","9999-01-01"
472638,"d003","1988-11-11","1992-12-25"
245301,"d007","1989-12-13","9999-01-01"
102295,"d001","1994-09-05","1996-12-20"
104763,"d009","1989-12-26","9999-01-01"
208981,"d005","1996-04-23","9999-01-01"
432161,"d007","1987-04-12","9999-01-01"
205793,"d004","2001-12-27","9999-01-01"
259328,"d002","1994-07-09","9999-01-01"
202563,"d004","1998-11-01","9999-01-01"
481415,"d007","1985-10-03","9999-01-01"
73658,"d008","1988-12-01","1992-03-05"
485313,"d005","1988-10-29","9999-01-01"
425803,"d005","1993-02-09","9999-01-01"
73203,"d004","1986-11-13","1988-10-04"
57568,"d005","1992-08-10","9999-01-01"
282813,"d001","1989-09-18","1995-03-26"
423989,"d004","1998-12-11","1999-01-05"
224073,"d005","1987-09-09","9999-01-01"
265805,"d006","1992-08-21","1993-08-03"
76398,"d004","2002-04-24","9999-01-01"
273669,"d005","1997-03-08","9999-01-01"
226276,"d007","1996-12-21","9999-01-01"
32796,"d005","1989-01-21","1990-07-01"
214332,"d004","1994-04-24","1995-07-21"
292052,"d004","1998-05-05","9999-01-01"
428517,"d008","1987-02-01","1999-09-14"
479929,"d005","1989-06-07","9999-01-01"
461919,"d009","1993-05-08","9999-01-01"
276948,"d001","1999-03-01","9999-01-01"
411910,"d005","1990-04-24","9999-01-01"
101756,"d001","1993-01-16","9999-01-01"
286496,"d006","1997-10-07","9999-01-01"
241301,"d004","1999-09-05","9999-01-01"
458793,"d003","1996-03-24","1996-04-16"
410666,"d004","1985-02-19","9999-01-01"
65388,"d005","1994-12-09","9999-01-01"
80164,"d005","1985-04-08","9999-01-01"
217113,"d003","1999-11-26","9999-01-01"
13071,"d006","1990-08-01","9999-01-01"
243696,"d004","1987-12-18","9999-01-01"
434840,"d001","1999-09-30","9999-01-01"
63952,"d008","1991-06-11","9999-01-01"
260947,"d004","1989-10-22","9999-01-01"
50049,"d004","1993-04-29","9999-01-01"
260991,"d007","1987-03-14","1988-03-07"
40790,"d007","1990-04-13","9999-01-01"
238982,"d004","1999-09-23","2000-04-02"
238392,"d004","2002-04-29","9999-01-01"
458580,"d009","1991-06-17","9999-01-01"
44758,"d007","1994-07-03","9999-01-01"
64182,"d005","1990-10-04","9999-01-01"
273330,"d004","1993-07-13","1999-05-05"
483545,"d006","1987-10-26","1999-08-29"
404124,"d008","2002-05-20","9999-01-01"
104940,"d004","1987-10-24","1997-05-24"
85712,"d002","1999-10-14","9999-01-01"
250640,"d001","1992-08-22","9999-01-01"
259508,"d008","1995-02-05","9999-01-01"
485975,"d001","1985-09-17","9999-01-01"
449223,"d007","1986-06-28","9999-01-01"
276390,"d001","1998-02-20","9999-01-01"
17943,"d004","1987-01-29","9999-01-01"
461180,"d007","1996-11-23","9999-01-01"
202508,"d002","1993-03-08","1994-03-19"
232189,"d007","1985-07-17","9999-01-01"
45125,"d008","1994-04-16","9999-01-01"
283006,"d004","1987-08-11","9999-01-01"
249193,"d004","1985-05-27","1987-04-30"
237380,"d009","1998-02-28","9999-01-01"
243067,"d008","1994-06-07","9999-01-01"
248320,"d004","1996-12-08","9999-01-01"
438769,"d007","1986-01-16","9999-01-01"
67378,"d004","1991-03-11","9999-01-01"
467567,"d005","1996-04-18","2001-02-06"
19096,"d007","1988-07-30","9999-01-01"
444447,"d007","1986-06-19","1987-11-20"
244529,"d004","1998-06-17","2000-01-29"
282828,"d002","1988-12-07","9999-01-01"
241506,"d008","1987-09-18","9999-01-01"
249485,"d006","1989-05-02","1997-05-29"
486867,"d007","1988-02-04","2001-09-21"
105261,"d005","1994-01-14","2000-02-16"
65600,"d007","1994-04-27","1996-08-03"
68221,"d005","1999-09-01","1999-10-25"
495256,"d005","1986-07-14","1995-02-23"
61170,"d005","1993-05-05","9999-01-01"
211810,"d003","1989-01-21","9999-01-01"
497871,"d004","1992-07-21","9999-01-01"
29363,"d005","1995-10-07","9999-01-01"
442617,"d007","1988-08-14","1993-12-12"
20079,"d005","1998-03-26","9999-01-01"
59076,"d002","1987-01-14","9999-01-01"
219827,"d003","1987-12-07","9999-01-01"
273962,"d008","1996-07-30","9999-01-01"
243511,"d007","1996-03-07","9999-01-01"
469664,"d007","1994-11-22","9999-01-01"
31288,"d004","1992-06-29","2002-01-25"
267647,"d005","1995-06-19","9999-01-01"
278492,"d001","1994-07-08","9999-01-01"
18670,"d003","1992-02-09","9999-01-01"
444451,"d005","1995-07-14","9999-01-01"
416875,"d007","1993-07-06","1999-10-08"
83540,"d004","1988-09-10","9999-01-01"
492258,"d003","1991-03-25","1993-01-19"
253555,"d004","1997-09-07","9999-01-01"
253184,"d007","1985-03-24","9999-01-01"
259956,"d008","1985-06-03","1992-05-02"
290905,"d006","1991-01-17","9999-01-01"
108813,"d004","1986-06-16","9999-01-01"
240448,"d004","1987-07-25","1988-04-07"
10060,"d007","1989-05-28","1992-11-11"
473551,"d005","1987-06-21","1992-12-21"
59440,"d009","1997-05-30","9999-01-01"
91022,"d004","1999-05-27","9999-01-01"
86692,"d005","1999-10-01","2001-12-16"
13926,"d001","1988-08-07","9999-01-01"
31635,"d002","1991-03-01","9999-01-01"
434821,"d007","1996-10-20","9999-01-01"
429358,"d004","1992-07-12","9999-01-01"
412968,"d005","1992-05-23","9999-01-01"
109432,"d003","1988-01-20","9999-01-01"
219764,"d007","1986-12-13","9999-01-01"
426280,"d009","1999-03-18","9999-01-01"
255687,"d002","1992-10-24","9999-01-01"
252983,"d004","1990-02-25","9999-01-01"
10618,"d004","1994-10-07","9999-01-01"
88183,"d004","1990-06-21","1992-10-15"
25755,"d005","1987-06-25","9999-01-01"
69167,"d004","1993-08-29","9999-01-01"
441489,"d004","1997-12-02","2000-02-24"
231589,"d008","1988-08-12","2000-11-27"
287233,"d009","1998-01-27","9999-01-01"
451112,"d004","1999-06-07","9999-01-01"
425581,"d007","2000-04-25","9999-01-01"
426640,"d004","1994-03-19","9999-01-01"
11481,"d003","1987-05-01","2000-01-10"
427102,"d005","1985-04-15","9999-01-01"
276619,"d004","1989-06-15","1993-11-06"
222281,"d009","1999-04-19","9999-01-01"
498190,"d008","1997-08-26","9999-01-01"
428617,"d007","1990-05-06","9999-01-01"
76151,"d005","1992-08-30","9999-01-01"
200864,"d009","1999-06-07","1999-07-05"
482690,"d007","1994-04-08","9999-01-01"
299696,"d003","1992-06-24","9999-01-01"
52504,"d003","1994-05-30","1994-12-28"
102059,"d004","1997-04-15","2000-11-24"
61005,"d009","1998-09-22","9999-01-01"
79226,"d005","1988-07-29","9999-01-01"
18256,"d004","1991-03-26","1995-04-17"
31649,"d004","1991-11-25","9999-01-01"
403914,"d006","1992-07-13","1993-10-27"
451301,"d005","1989-03-20","1990-05-29"
12213,"d007","1994-11-01","9999-01-01"
219650,"d005","1995-08-08","9999-01-01"
108200,"d005","1994-01-28","9999-01-01"
489486,"d008","1985-09-18","9999-01-01"
90367,"d006","1986-08-03","9999-01-01"
430332,"d006","1996-09-11","9999-01-01"
258829,"d007","2000-03-29","9999-01-01"
466953,"d002","1997-09-18","9999-01-01"
87503,"d008","1995-03-06","9999-01-01"
104019,"d007","1996-04-24","1999-10-11"
417726,"d006","1989-09-18","9999-01-01"
37725,"d002","1986-08-03","9999-01-01"
406973,"d007","1985-12-21","9999-01-01"
69383,"d003","1993-10-07","1994-11-30"
59030,"d005","1991-01-16","9999-01-01"
26382,"d007","1998-07-15","2000-05-14"
272283,"d004","1991-05-23","9999-01-01"
45951,"d004","1986-10-26","9999-01-01"
413912,"d004","1990-01-15","1990-12-06"
66120,"d008","1988-09-06","9999-01-01"
38480,"d004","1987-12-28","9999-01-01"
454292,"d004","1988-11-10","9999-01-01"
275832,"d004","1992-11-06","9999-01-01"
70612,"d005","1985-12-13","9999-01-01"
106418,"d004","1991-12-12","1994-07-05"
419003,"d008","1993-05-06","9999-01-01"
437184,"d007","1985-06-27","1995-11-06"
280185,"d005","1990-03-10","9999-01-01"
297614,"d007","1985-05-06","9999-01-01"
95077,"d004","1996-01-18","9999-01-01"
491440,"d004","1999-04-20","9999-01-01"
41783,"d004","1996-03-24","1999-09-12"
214785,"d005","1990-12-26","1995-04-02"
266686,"d005","1989-12-31","9999-01-01"
210045,"d005","1986-09-23","9999-01-01"
229678,"d001","2002-06-17","9999-01-01"
280726,"d005","1988-04-04","2002-02-24"
274969,"d005","1995-01-03","2001-06-16"
439051,"d007","1991-03-17","9999-01-01"
426652,"d002","1993-10-07","9999-01-01"
90897,"d005","1993-07-31","9999-01-01"
471477,"d005","1994-10-11","9999-01-01"
246839,"d004","1987-07-24","9999-01-01"
236016,"d007","1994-05-14","9999-01-01"
216665,"d004","1989-10-15","9999-01-01"
25999,"d007","1989-07-09","9999-01-01"
421112,"d005","1996-02-26","1996-06-23"
267545,"d005","1990-02-06","1996-02-05"
297181,"d006","1998-11-29","9999-01-01"
12426,"d006","1999-05-17","9999-01-01"
210142,"d007","1992-09-20","9999-01-01"
88701,"d006","1992-08-10","9999-01-01"
212096,"d004","1998-06-27","2000-05-10"
441826,"d009","1996-10-16","9999-01-01"
426354,"d006","1985-06-07","9999-01-01"
85009,"d009","1995-08-29","1997-06-01"
221658,"d008","1997-08-07","9999-01-01"
270090,"d004","1990-11-09","9999-01-01"
67217,"d006","1988-09-15","1990-02-08"
18434,"d008","1986-02-05","9999-01-01"
475507,"d003","1988-04-18","9999-01-01"
435781,"d008","1991-01-14","1993-05-02"
107497,"d007","1992-05-14","9999-01-01"
201198,"d005","1996-01-06","1998-01-06"
284564,"d008","1992-10-27","1992-12-12"
88853,"d005","1995-07-03","2001-02-14"
463213,"d004","1999-08-31","9999-01-01"
209829,"d007","1997-12-27","9999-01-01"
463843,"d005","1999-01-16","9999-01-01"
34776,"d007","1995-05-26","9999-01-01"
77822,"d004","1996-03-19","1998-11-22"
268255,"d007","1990-09-20","1997-03-29"
81242,"d005","1993-06-16","2001-11-24"
423969,"d003","1997-04-06","9999-01-01"
53467,"d002","1985-12-04","9999-01-01"
457825,"d004","1989-06-03","1989-12-03"
467175,"d004","1996-09-03","2001-07-03"
42705,"d006","1988-07-28","1994-11-24"
424200,"d005","1998-07-26","9999-01-01"
486716,"d002","1996-08-31","9999-01-01"
269712,"d004","1991-12-29","9999-01-01"
433415,"d004","1999-02-26","9999-01-01"
60409,"d004","1988-08-30","1998-06-18"
483772,"d004","1990-04-28","2001-04-18"
468174,"d004","1986-07-21","9999-01-01"
449489,"d007","1987-12-30","9999-01-01"
429820,"d009","1992-05-11","9999-01-01"
298476,"d008","1998-06-25","9999-01-01"
238837,"d007","1997-05-14","2000-06-03"
59420,"d004","1988-07-31","9999-01-01"
286459,"d004","1994-03-25","1994-03-29"
26270,"d004","1997-09-03","9999-01-01"
432390,"d004","1990-07-14","9999-01-01"
470527,"d007","2000-01-01","9999-01-01"
264065,"d005","1986-04-10","9999-01-01"
237473,"d005","1993-12-03","9999-01-01"
224867,"d004","1998-09-24","9999-01-01"
77380,"d005","1990-04-15","1998-01-10"
29902,"d002","1987-12-05","9999-01-01"
249215,"d004","1993-08-27","1995-02-23"
97798,"d003","1990-03-08","9999-01-01"
14042,"d004","1992-01-03","9999-01-01"
16709,"d006","1996-11-18","9999-01-01"
267695,"d006","1985-11-02","9999-01-01"
249806,"d006","1988-02-12","9999-01-01"
202615,"d004","1992-04-28","9999-01-01"
263424,"d005","1993-01-26","9999-01-01"
61669,"d006","1992-10-21","9999-01-01"
25124,"d005","1989-02-27","9999-01-01"
489004,"d005","1997-10-02","9999-01-01"
442558,"d004","1995-09-12","9999-01-01"
72271,"d007","1991-04-07","9999-01-01"
62577,"d007","1991-09-02","1997-06-06"
86737,"d004","1995-02-03","2002-03-22"
56809,"d005","1989-05-10","9999-01-01"
454821,"d005","1988-11-12","1992-03-14"
481016,"d007","1985-02-20","1988-10-07"
238220,"d009","1989-07-23","9999-01-01"
402806,"d005","1994-01-18","9999-01-01"
