"emp_no","salary","from_date","to_date"
220544,66022,"1990-09-15","1991-09-15"
42514,61128,"1999-02-24","2000-02-24"
68535,72503,"1991-12-16","1992-12-15"
240879,69884,"2001-08-09","9999-01-01"
108749,66044,"1993-01-23","1994-01-23"
482629,42963,"1989-02-27","1990-02-27"
421391,40000,"1997-12-23","1998-12-23"
442161,50687,"1993-01-19","1994-01-19"
456786,78751,"2000-04-28","2001-04-28"
440715,54094,"2002-07-11","9999-01-01"
212697,58676,"2002-04-26","9999-01-01"
47205,73544,"2001-03-08","2002-03-08"
13826,78842,"1988-06-24","1989-06-24"
217017,62877,"1996-03-16","1997-03-16"
283489,108443,"1993-03-12","1994-03-12"
285551,115021,"2002-03-10","9999-01-01"
265415,47429,"1988-04-27","1989-04-27"
41956,51889,"1991-09-28","1992-09-27"
39204,49176,"1992-12-31","1993-12-31"
226020,40107,"1997-04-02","1998-04-02"
298832,55596,"1995-11-03","1996-11-02"
482900,43162,"1990-07-04","1991-07-04"
464614,80220,"1995-02-09","1996-02-09"
275540,90452,"1999-12-21","2000-12-20"
90636,60360,"2002-01-28","9999-01-01"
15955,55441,"1992-03-29","1993-03-29"
32355,71042,"1990-05-23","1991-05-23"
209059,85109,"1992-03-06","1993-03-06"
67231,57424,"2001-09-04","9999-01-01"
94440,88294,"1992-01-29","1993-01-28"
214691,57173,"1992-04-17","1993-04-17"
271513,44040,"1997-06-07","1998-06-07"
294103,51665,"1999-07-23","2000-07-22"
440960,79830,"1997-11-17","1998-11-17"
109414,46492,"1999-03-24","2000-03-23"
17376,42794,"1990-01-11","1991-01-11"
236941,67960,"1998-02-07","1999-02-07"
411708,67551,"1997-08-13","1998-08-13"
101884,40030,"2002-01-03","9999-01-01"
90972,67635,"1996-10-11","1997-10-11"
234316,45007,"1992-12-19","1993-12-19"
103445,73414,"2002-01-30","9999-01-01"
417081,48557,"1988-01-23","1989-01-22"
465826,74453,"1998-12-23","1999-12-23"
401948,45833,"1988-04-25","1989-04-25"
467625,53765,"1995-01-29","1996-01-29"
411080,58517,"1991-12-18","1992-12-17"
264654,79844,"1997-11-03","1998-11-03"
248219,64043,"1991-04-22","1992-04-21"
81629,42782,"1988-11-28","1989-11-28"
288571,63981,"1990-02-22","1991-02-22"
259162,80388,"2001-11-13","9999-01-01"
54075,83618,"2000-09-30","2001-09-30"
296874,62044,"1988-04-04","1989-04-04"
50261,39577,"1996-04-04","1997-04-04"
462754,73739,"2001-08-03","9999-01-01"
214524,73898,"2002-05-17","9999-01-01"
242436,53718,"2001-02-17","2002-02-17"
455778,51963,"1997-06-16","1998-06-16"
297143,76076,"1999-03-01","2000-02-29"
448387,60541,"1989-08-11","1990-08-11"
493168,46916,"1992-08-19","1993-08-19"
459362,61062,"2000-02-25","2001-02-24"
478922,50110,"2001-09-28","9999-01-01"
262639,73621,"1999-03-09","2000-03-08"
34800,40000,"1994-07-03","1995-07-03"
84095,59664,"1999-09-27","2000-09-26"
469339,65870,"1996-08-16","1997-08-16"
477348,62343,"2000-12-31","2001-12-31"
436981,61967,"1997-01-20","1998-01-20"
271964,60538,"2000-06-13","2001-06-13"
86401,42391,"1988-10-21","1989-10-21"
13808,79915,"1994-03-06","1995-03-06"
49992,68418,"1994-03-27","1995-03-27"
244402,74078,"1997-04-18","1998-04-18"
267303,51626,"1996-06-05","1997-06-05"
453064,48499,"1996-11-28","1997-11-28"
278667,50709,"1999-12-21","2000-12-20"
275960,60832,"2000-05-22","2001-05-22"
415890,55724,"1995-02-16","1996-02-16"
95369,41050,"1991-05-13","1992-05-12"
236507,39678,"1991-04-12","1992-04-11"
276668,66498,"1998-07-30","1999-07-30"
240894,68789,"1995-05-09","1996-05-08"
79012,58569,"1993-12-04","1994-12-04"
24335,40000,"1995-03-29","1996-03-28"
251455,68212,"1992-12-19","1993-12-19"
495612,72900,"2000-08-27","2001-08-27"
435643,55737,"1997-12-13","1998-12-13"
214292,73376,"1996-07-26","1997-07-26"
39427,40000,"1997-07-03","1998-07-03"
47720,80857,"1997-05-14","1998-05-14"
405366,55986,"1988-05-01","1989-05-01"
247839,80660,"2002-05-23","9999-01-01"
419798,45500,"1999-02-06","2000-02-06"
463363,44818,"1996-04-18","1997-04-18"
251464,104599,"2002-06-25","9999-01-01"
41665,66554,"2001-09-25","2001-10-05"
52477,68917,"2001-10-15","9999-01-01"
214289,94190,"1994-03-31","1995-03-31"
290059,48886,"1992-01-20","1993-01-19"
46383,40000,"1994-12-19","1995-12-19"
407214,60808,"1999-12-30","2000-12-29"
228684,55944,"2001-11-24","9999-01-01"
95609,55793,"1997-06-01","1998-06-01"
253978,90247,"2002-03-05","9999-01-01"
460222,76005,"2001-12-08","9999-01-01"
417836,40429,"1993-11-24","1994-07-16"
43093,40999,"1986-12-15","1987-12-15"
240752,60710,"1999-01-17","2000-01-17"
272273,51164,"1992-04-24","1993-04-24"
403216,83726,"1995-01-21","1996-01-21"
21978,40000,"1995-12-01","1996-11-30"
221855,44578,"1990-11-18","1991-11-18"
56079,41703,"1992-07-14","1993-07-14"
45133,62004,"1992-12-03","1993-12-03"
203765,72475,"1995-05-04","1996-05-03"
68862,44081,"2001-12-20","9999-01-01"
259335,40000,"1998-11-12","1999-11-12"
285781,68699,"1986-02-27","1987-02-27"
104080,121456,"1997-10-05","1998-10-05"
91431,92719,"2000-12-21","2001-12-21"
205651,50571,"1995-02-18","1996-02-18"
487325,44178,"1993-09-13","1994-09-13"
104452,56820,"2000-10-23","2001-10-23"
102771,63353,"1999-04-18","2000-04-17"
239250,77272,"1996-09-01","1997-09-01"
230787,58136,"1999-12-18","2000-12-17"
74965,70300,"1989-04-24","1990-04-24"
84674,78519,"2000-09-22","2001-09-22"
16947,40121,"1994-12-18","1995-12-18"
287638,62440,"1988-10-21","1989-10-21"
83512,79669,"1997-06-10","1998-06-10"
38513,76759,"1998-02-23","1999-02-23"
58077,68794,"1996-04-25","1997-04-25"
104039,48276,"1999-03-31","2000-03-30"
252441,89186,"1996-12-21","1997-12-21"
55224,67930,"1990-03-30","1991-03-30"
39220,51356,"1989-05-03","1990-05-03"
201116,43645,"1987-01-18","1988-01-18"
59326,59267,"1990-10-31","1991-10-31"
421190,87808,"2001-10-17","9999-01-01"
270508,59756,"1997-07-27","1998-07-27"
273171,43007,"1999-06-16","2000-06-15"
235837,53124,"1992-08-03","1993-08-03"
10606,40000,"1987-05-02","1988-05-01"
212881,86693,"2000-10-12","2001-10-12"
260961,40000,"1986-05-27","1987-05-27"
450100,58517,"1992-05-22","1993-05-22"
61978,52841,"1996-09-07","1997-09-07"
432070,56193,"1994-09-11","1995-09-11"
416220,46611,"1989-05-21","1990-05-21"
71037,108266,"1988-09-23","1989-02-12"
454510,50048,"1994-01-09","1995-01-09"
79228,62094,"1992-09-01","1993-09-01"
17496,49269,"1986-03-31","1987-03-31"
425261,105108,"2001-10-30","9999-01-01"
499698,84221,"1995-09-14","1996-09-13"
40810,53036,"1990-04-04","1991-04-04"
45672,44746,"1998-06-06","1999-06-06"
89028,52818,"1995-06-27","1996-06-26"
475048,78115,"1997-10-25","1998-10-25"
287376,42327,"2000-10-28","2001-10-28"
460046,64478,"1990-05-02","1991-05-02"
451222,76282,"1993-10-30","1994-10-30"
66997,53556,"2001-11-04","9999-01-01"
246460,55197,"2001-09-10","9999-01-01"
50260,42370,"1998-10-19","1999-10-19"
460473,56580,"1995-07-13","1996-07-12"
73753,50813,"1986-03-04","1987-03-04"
25763,45412,"1997-05-15","1998-05-15"
273404,68765,"1993-06-20","1994-06-20"
74933,41442,"1990-06-30","1991-06-30"
102208,53961,"2001-02-21","2002-02-21"
39605,90899,"2000-05-06","2001-05-06"
236147,40340,"1989-08-02","1990-08-02"
298517,40000,"1997-09-24","1998-09-24"
486180,70365,"1998-03-13","1999-03-13"
21087,111655,"2002-07-24","9999-01-01"
34960,95305,"2000-07-18","2001-07-18"
62524,45297,"1998-05-14","1999-05-14"
404159,68051,"1999-12-24","2000-12-23"
215201,43433,"1998-02-26","1999-02-26"
61561,71546,"2002-05-21","9999-01-01"
269186,70528,"1989-09-21","1990-09-21"
467160,43360,"1997-05-12","1998-05-12"
97737,47364,"1989-10-23","1990-10-23"
97051,87550,"1997-06-15","1998-06-15"
80144,51148,"1990-05-27","1991-05-27"
420480,69216,"2000-09-27","2001-09-27"
239949,60130,"1995-11-25","1996-11-24"
493791,52113,"1994-12-07","1995-12-07"
463934,57951,"1997-09-01","1998-09-01"
38948,41395,"2001-05-18","2002-05-18"
259811,69656,"1999-12-23","2000-12-22"
19435,56084,"1989-03-31","1990-03-31"
449973,62681,"1995-10-06","1996-10-05"
494724,77615,"1993-01-17","1994-01-17"
226251,41237,"1998-09-17","1999-09-17"
271531,47650,"1992-05-15","1993-05-15"
475025,40000,"1999-05-13","2000-05-12"
244852,93098,"1989-09-03","1990-09-03"
16737,42808,"1988-02-08","1989-02-07"
221384,60184,"2000-02-19","2001-02-18"
107874,40680,"1986-11-11","1987-11-11"
285246,52863,"1988-12-17","1989-12-17"
487353,54081,"2002-07-21","9999-01-01"
221057,51137,"1993-08-13","1994-08-13"
29821,47758,"1988-07-31","1989-07-31"
428812,55973,"1996-02-06","1997-02-05"
465056,72991,"2001-04-19","2002-04-19"
245642,80323,"1993-10-11","1994-10-11"
46131,59890,"1998-03-30","1999-03-30"
83852,62000,"1999-10-27","2000-10-26"
225182,56289,"1993-09-18","1994-09-18"
416321,42530,"1993-12-08","1994-12-08"
456168,49307,"1994-04-15","1995-04-15"
277913,69823,"1996-07-12","1997-07-12"
260099,86599,"2000-06-24","2001-06-24"
45476,65232,"1993-09-11","1994-09-11"
451931,84195,"1996-09-27","1997-09-27"
402209,66142,"1993-04-28","1994-02-21"
422695,85845,"1990-10-05","1991-10-05"
37844,41054,"1990-11-11","1991-11-11"
85819,61502,"1998-07-31","1999-07-31"
420609,63818,"2001-10-04","9999-01-01"
69508,43804,"1997-08-19","1998-08-19"
31150,44194,"1992-09-30","1993-09-30"
425611,60263,"1998-09-01","1999-09-01"
471177,48908,"1998-04-03","1999-04-03"
406315,72200,"1994-03-11","1995-03-11"
223568,73096,"2001-05-04","2002-05-04"
237541,42269,"1993-03-15","1994-03-15"
285517,67130,"1988-04-02","1989-04-02"
261237,66685,"1991-09-11","1992-09-10"
38081,81408,"1989-12-28","1990-12-28"
223785,88577,"1996-01-21","1997-01-20"
204080,78607,"2001-12-04","9999-01-01"
104412,55722,"1997-11-16","1998-11-16"
16771,47340,"1992-06-18","1993-06-18"
479389,55378,"2000-07-18","2001-07-18"
454194,40827,"1992-04-26","1993-04-26"
106051,49777,"2001-04-25","2002-04-25"
479021,72514,"1993-10-12","1994-10-12"
435540,58933,"1991-11-30","1992-11-29"
82801,98970,"2001-06-25","2002-06-25"
400099,73855,"1997-10-05","1998-10-05"
457634,77627,"1996-12-31","1997-12-31"
28116,65835,"2000-09-26","2001-09-26"
411349,49622,"2001-03-25","2002-02-06"
24943,58391,"1993-03-20","1994-03-20"
282966,48694,"1995-11-11","1996-11-10"
415801,74734,"1998-08-25","1999-08-25"
96834,41207,"1988-02-17","1989-02-16"
485761,44424,"1994-07-23","1995-07-23"
495974,59349,"1994-01-25","1995-01-25"
16811,45392,"1994-10-10","1995-10-10"
475803,72278,"1995-02-11","1996-02-11"
212943,104109,"1997-04-25","1998-04-25"
450740,78718,"2000-05-27","2001-05-27"
248682,42195,"1990-10-16","1991-10-16"
450306,60199,"1993-12-06","1994-12-06"
482082,51697,"1993-12-17","1994-12-17"
417560,59305,"2002-04-14","9999-01-01"
471557,43275,"1993-05-17","1994-04-06"
65390,47420,"2000-02-06","2001-02-05"
235640,42162,"1992-06-11","1993-06-11"
299510,43975,"1996-02-29","1997-02-28"
423461,48086,"1997-04-02","1998-04-02"
106485,93952,"1997-11-18","1998-11-18"
471267,58932,"1991-11-23","1992-11-22"
406998,70025,"1993-08-22","1994-08-22"
258525,53972,"1995-03-20","1996-03-19"
447696,46667,"1988-02-13","1989-02-12"
473162,52703,"1994-10-29","1995-10-29"
434668,60992,"1988-06-30","1989-06-30"
429854,78029,"1997-10-13","1998-10-13"
442134,67181,"1996-08-12","1997-08-12"
59410,42813,"1992-03-06","1993-03-06"
90656,71715,"1989-07-15","1990-07-15"
95285,85997,"2002-06-12","9999-01-01"
254910,73125,"2001-03-29","2002-03-29"
49091,65881,"1999-12-04","2000-12-03"
438645,74017,"1996-01-07","1997-01-06"
222810,52472,"1999-11-04","2000-11-03"
426795,52100,"1990-07-22","1991-07-22"
497631,79452,"1999-05-12","2000-05-11"
202464,56308,"2001-02-21","2002-02-21"
259921,95847,"1996-03-31","1997-03-31"
247508,76451,"1994-12-28","1995-12-28"
431585,58358,"1995-04-12","1996-04-11"
66420,61938,"1999-12-13","2000-12-12"
488101,62913,"2000-01-02","2001-01-01"
263100,104541,"1997-08-03","1998-08-03"
268107,57216,"1986-11-08","1987-11-08"
472076,54119,"1988-04-04","1989-04-04"
498321,60439,"1989-09-24","1990-09-24"
38449,71086,"2000-10-12","2001-07-02"
31155,61011,"1997-05-22","1998-05-22"
260087,102606,"1998-07-03","1999-07-03"
257981,99402,"2002-03-16","9999-01-01"
299008,99990,"1997-07-08","1998-07-08"
40721,50103,"1999-09-17","2000-09-16"
237895,106228,"2000-08-16","2001-08-16"
244825,71320,"1993-04-26","1994-04-26"
202441,67840,"1998-12-18","1999-12-18"
19195,61966,"1988-04-01","1989-04-01"
54339,70988,"1993-10-14","1994-10-14"
255951,41059,"1986-03-27","1987-03-27"
424730,73036,"1990-07-10","1991-07-10"
404532,94342,"1996-04-14","1997-04-14"
80772,112583,"1999-11-26","2000-11-25"
68709,60675,"2001-06-26","2002-06-26"
438722,92817,"1987-03-26","1988-03-25"
412328,61121,"2002-04-22","9999-01-01"
486848,67017,"1998-10-28","1999-10-28"
428983,67475,"1998-02-18","1999-02-18"
423449,51367,"1999-01-07","2000-01-07"
59268,43364,"2000-01-01","2000-12-31"
264511,101303,"1997-03-24","1998-03-24"
493482,59069,"1997-11-05","1998-11-05"
470724,62847,"2002-05-05","9999-01-01"
450997,40000,"1985-11-02","1986-11-02"
479427,64798,"2001-03-30","2002-03-30"
474467,65139,"2002-01-27","9999-01-01"
207477,77163,"1993-10-16","1994-10-16"
440544,78957,"1994-12-25","1995-12-25"
459860,42927,"1993-10-26","1994-10-26"
439242,43819,"1991-07-06","1992-07-05"
436110,40000,"1999-09-07","2000-09-06"
37336,95672,"2001-03-30","2002-03-30"
418921,64382,"2000-01-26","2001-01-25"
18043,57919,"1992-11-01","1993-11-01"
107907,43568,"1992-08-27","1993-08-27"
260726,55498,"2001-04-11","2002-04-11"
404625,64894,"1986-01-08","1987-01-08"
268342,92978,"1991-06-10","1992-06-09"
108894,96261,"1991-11-30","1992-11-29"
20608,40000,"1985-07-18","1986-07-18"
19838,76070,"2001-02-26","2002-02-26"
49661,81063,"1994-03-30","1995-03-30"
108345,67349,"1996-06-21","1997-06-21"
11518,58236,"2000-09-20","2001-09-20"
416350,68252,"1996-06-25","1997-06-25"
291674,52109,"1998-10-30","1999-10-30"
494749,46824,"1992-08-19","1993-08-19"
241135,57288,"1996-03-16","1997-03-16"
28702,87257,"1996-11-09","1997-11-09"
230050,59503,"1991-07-24","1992-07-23"
241705,70534,"1992-04-13","1993-04-13"
212811,56580,"2001-07-11","2002-07-11"
235720,51241,"1993-07-05","1994-07-05"
493841,69159,"1998-03-02","1999-03-02"
287537,55481,"1997-01-16","1998-01-16"
78626,50434,"1995-01-09","1996-01-09"
253199,41569,"1999-05-16","2000-05-15"
277996,76903,"1999-03-04","2000-03-03"
52053,83749,"1990-04-27","1991-04-27"
262334,44476,"1999-05-13","2000-05-12"
436627,59878,"1993-05-03","1994-05-03"
60765,70252,"2000-03-16","2001-03-16"
457430,68783,"1999-09-11","2000-09-10"
482293,58916,"1996-05-13","1997-05-13"
267234,46656,"1994-01-05","1995-01-05"
263518,69831,"2002-07-31","9999-01-01"
267221,80528,"1986-11-18","1987-11-18"
107161,89108,"1997-08-03","1998-08-03"
288433,45251,"2001-05-07","2002-05-07"
297067,72729,"1997-02-28","1998-02-28"
416700,67666,"2000-12-29","2001-12-29"
41592,63608,"1998-01-25","1999-01-25"
291832,105150,"1998-05-22","1999-05-22"
40733,43337,"1990-09-05","1991-09-05"
268890,77067,"1993-01-12","1994-01-12"
275654,63799,"1999-08-27","2000-08-26"
252299,43543,"1999-09-27","2000-03-21"
64003,43585,"2001-04-24","2002-04-24"
416419,62110,"2000-08-08","2001-08-08"
54687,48119,"2000-01-22","2001-01-21"
215299,50855,"1999-02-27","2000-02-27"
282466,44296,"1993-11-27","1994-11-27"
269616,51910,"1994-07-30","1995-07-30"
413427,43773,"1990-03-04","1991-03-04"
96285,84187,"1992-08-19","1993-08-19"
233858,86801,"2002-07-02","9999-01-01"
11324,56947,"1987-08-29","1988-08-28"
273967,49662,"2002-06-06","9999-01-01"
76833,44086,"1998-08-04","1999-08-04"
231324,49250,"1998-07-15","1999-07-15"
466200,59691,"1994-06-17","1995-06-17"
444636,83461,"1995-11-12","1996-11-11"
456073,61647,"1990-01-22","1991-01-22"
476220,42889,"1989-12-25","1990-12-25"
80378,51542,"1992-07-30","1993-07-30"
60931,57771,"1998-08-29","1999-08-29"
50035,69232,"1997-10-19","1998-10-19"
248514,50290,"1995-10-14","1996-10-13"
273252,58694,"1997-07-04","1998-07-04"
20326,55042,"1992-06-11","1993-06-11"
278046,61258,"1996-09-07","1997-09-07"
276235,84618,"1997-09-02","1998-09-02"
22140,81922,"1996-01-12","1997-01-11"
12292,84400,"2002-01-02","9999-01-01"
66842,62722,"1994-12-12","1995-12-12"
446057,40000,"1990-11-11","1991-11-11"
90065,48205,"1993-02-08","1994-02-08"
471499,40000,"1986-07-17","1987-07-17"
55217,71098,"1992-03-09","1993-03-09"
210802,66412,"1993-12-03","1994-12-03"
13133,71414,"1988-09-02","1989-09-02"
449313,44171,"1988-05-26","1989-05-26"
80512,69475,"1999-04-03","2000-04-02"
24022,48802,"1992-03-27","1993-03-27"
442745,47068,"2000-03-03","2001-03-03"
252504,60032,"1998-07-04","1999-07-04"
60936,84290,"1997-10-22","1998-10-22"
203767,50948,"1990-05-23","1991-05-23"
290949,77086,"2002-05-27","9999-01-01"
87846,83060,"1987-02-21","1988-02-21"
476301,63363,"1989-05-11","1990-05-11"
483789,56759,"1995-05-20","1996-05-19"
251747,94228,"2001-10-16","9999-01-01"
298269,49718,"1997-11-24","1998-11-24"
494639,81061,"1997-06-20","1998-06-20"
440363,68856,"1991-06-14","1992-06-13"
49612,48385,"1994-05-31","1995-05-31"
216823,51974,"1995-11-07","1996-11-06"
436950,79660,"1998-12-29","1999-12-29"
424429,41007,"1992-01-16","1993-01-15"
227170,61246,"1998-04-09","1999-04-09"
230524,89191,"1987-06-30","1988-06-29"
475041,122366,"1992-07-27","1993-07-27"
461168,106082,"2002-02-18","9999-01-01"
91728,51165,"1996-01-01","1996-12-31"
220488,77318,"1996-10-31","1997-10-31"
285727,74735,"1998-05-03","1999-05-03"
499916,40656,"2000-10-16","2001-10-16"
227335,44408,"1987-05-28","1988-05-27"
407150,50321,"1991-07-07","1992-07-06"
92496,58804,"1993-01-03","1994-01-03"
276977,55410,"1992-10-19","1993-10-19"
209622,55755,"1987-10-09","1988-10-08"
299389,39937,"1992-09-13","1993-09-13"
59301,87898,"1995-05-29","1996-05-28"
282815,85628,"1995-12-27","1996-12-26"
412856,50901,"1991-10-19","1992-10-18"
452526,45696,"2000-10-21","2001-10-21"
80865,76892,"1994-06-15","1995-06-15"
287232,44370,"1993-11-18","1994-11-18"
208646,84134,"2002-04-26","9999-01-01"
294132,62009,"2001-07-29","2002-07-29"
212657,58107,"1998-10-30","1999-10-30"
487413,49797,"1985-03-02","1986-03-02"
94825,41799,"1994-11-05","1995-11-05"
55755,86662,"2002-01-24","9999-01-01"
414534,62350,"1987-11-24","1988-11-23"
96099,89124,"2002-06-24","9999-01-01"
39699,66460,"1998-10-29","1999-10-29"
53443,47336,"1993-06-01","1994-06-01"
204444,60849,"1995-02-24","1996-02-24"
79180,64013,"1995-01-26","1996-01-26"
460728,43977,"1996-07-14","1997-07-14"
426519,72093,"2000-03-03","2001-03-03"
234728,57993,"1996-01-23","1997-01-22"
468675,45064,"1995-12-03","1996-12-02"
47876,65338,"1985-09-11","1986-09-11"
241822,64678,"2002-05-12","9999-01-01"
257550,53650,"2002-03-18","9999-01-01"
236846,48088,"1994-06-05","1995-06-05"
412720,69830,"1988-12-01","1989-12-01"
486554,48405,"1992-01-02","1993-01-01"
272950,61336,"2000-08-12","2001-08-12"
462762,51778,"2002-02-13","9999-01-01"
90152,54853,"1991-02-08","1992-02-08"
39256,83902,"1998-11-19","1999-11-19"
51372,52923,"1992-10-19","1993-10-19"
12927,78678,"1991-10-26","1992-10-25"
65797,122313,"2001-01-13","2002-01-13"
107695,90324,"2001-02-08","2002-02-08"
430843,67211,"1992-12-30","1993-12-30"
224119,69200,"2000-09-08","2001-09-08"
89376,46357,"1988-11-06","1989-11-06"
448574,44827,"2000-10-25","2001-10-25"
495391,83205,"1996-02-06","1997-02-05"
34749,62066,"2002-05-19","9999-01-01"
477369,40000,"1993-10-28","1994-10-28"
268409,50082,"2000-10-12","2001-10-12"
480785,57299,"1997-07-27","1998-07-27"
411997,40446,"2002-01-10","9999-01-01"
211180,50412,"1991-02-20","1992-02-20"
456385,68071,"1999-11-14","2000-11-13"
21088,63777,"1999-03-22","2000-03-21"
477222,52881,"1996-10-22","1997-10-22"
12417,71555,"2000-02-02","2001-02-01"
89799,80853,"2002-03-13","9999-01-01"
439889,62122,"1990-02-22","1991-02-22"
436377,45450,"1992-11-29","1993-11-29"
252148,75465,"1999-02-22","2000-02-22"
288486,42132,"1999-02-05","2000-02-05"
248021,66259,"2001-09-05","9999-01-01"
473076,70084,"1998-03-08","1999-03-08"
228176,43883,"1987-02-22","1988-02-22"
471666,65090,"1990-11-16","1991-11-16"
477065,52455,"1996-10-12","1997-10-12"
435143,59106,"1996-03-16","1997-03-16"
233373,72840,"1994-10-04","1995-10-04"
12095,64699,"1994-04-02","1995-04-03"
100152,58011,"1996-01-11","1997-01-10"
43973,92079,"1989-02-19","1990-02-19"
486790,65135,"2002-04-25","9999-01-01"
486259,67692,"1996-03-12","1997-03-12"
413926,53022,"1997-07-07","1998-07-07"
75149,45489,"1998-11-21","1999-11-21"
101926,42164,"1994-11-23","1995-11-23"
234720,50702,"1990-11-02","1991-11-02"
106420,76459,"1996-03-26","1997-03-26"
409384,57525,"1993-11-28","1994-11-28"
49945,50077,"1992-04-10","1993-04-10"
439204,62630,"1996-07-09","1997-07-09"
400071,46905,"1993-11-13","1994-11-13"
218356,53430,"1995-11-17","1996-11-16"
37170,53780,"1999-12-07","2000-12-06"
106566,64977,"1997-09-25","1998-09-25"
45366,50240,"2002-04-04","9999-01-01"
97840,43098,"2002-01-21","9999-01-01"
248906,48335,"1999-03-19","2000-03-18"
294443,67195,"1995-09-22","1996-09-21"
33519,75091,"1985-05-26","1986-05-26"
484494,107250,"1993-05-10","1994-05-10"
264948,62179,"1989-07-30","1990-07-30"
18654,50916,"1997-10-30","1998-10-30"
63566,42889,"2001-01-11","2002-01-11"
268846,53240,"1992-08-28","1993-08-28"
50458,76448,"2000-05-14","2001-05-14"
90870,69569,"2000-03-18","2001-03-18"
267131,93803,"1996-03-30","1997-03-30"
226963,51634,"1995-06-15","1996-06-14"
97140,91378,"1996-10-08","1997-10-08"
429169,64419,"1990-08-02","1991-08-02"
471464,61642,"1999-08-06","2000-08-05"
499349,50954,"1999-03-20","2000-03-19"
108978,68215,"2001-06-22","2002-06-22"
250075,62046,"1994-04-26","1995-04-26"
108505,56440,"1996-12-22","1997-12-22"
25405,76488,"1995-10-21","1996-10-20"
248061,40000,"1995-06-02","1996-06-01"
224992,55334,"1995-04-14","1996-04-13"
425895,95805,"1995-12-07","1996-12-06"
432759,58459,"1997-07-03","1998-07-03"
282586,101541,"1998-06-03","1999-06-03"
454359,60408,"1988-06-05","1989-06-05"
496989,107740,"2000-03-27","2001-03-27"
422283,42813,"1990-08-18","1991-08-18"
78960,52330,"2000-02-17","2001-02-16"
63763,67960,"2000-08-03","2001-08-03"
219295,65260,"1991-08-16","1992-08-15"
417649,96142,"1996-02-14","1997-02-13"
16833,59297,"1988-01-26","1989-01-25"
280464,127903,"2001-03-17","2002-03-17"
265871,56205,"1995-10-23","1996-10-22"
38060,77676,"1993-02-01","1994-02-01"
402908,59118,"1995-09-20","1996-09-19"
73879,75098,"1996-07-18","1997-07-18"
34041,68058,"2000-09-03","2001-09-03"
476639,84316,"2000-06-28","2001-06-28"
97149,48758,"2002-04-23","9999-01-01"
104783,65587,"1996-11-06","1997-11-06"
94273,81173,"1989-03-30","1990-03-30"
234397,47976,"1994-06-26","1995-06-26"
457264,47291,"2000-12-06","2001-12-06"
33265,56446,"1997-02-10","1998-02-10"
449286,79151,"2000-11-13","2001-11-13"
96552,96512,"1994-12-06","1995-12-06"
443099,54908,"1994-10-31","1995-10-31"
45179,46139,"1997-02-20","1998-02-20"
280420,105315,"2000-09-24","2001-09-24"
284368,57286,"1995-03-19","1996-03-18"
488821,68711,"2001-09-03","9999-01-01"
212917,40000,"1987-10-08","1988-10-07"
231827,57578,"2001-12-08","9999-01-01"
285145,75303,"1993-03-14","1994-03-14"
207853,41533,"1996-06-08","1997-06-08"
99197,42139,"1988-01-03","1989-01-02"
298684,60136,"1995-06-30","1996-06-29"
250457,51215,"1997-07-08","1998-07-08"
299270,51013,"1993-03-06","1994-03-06"
42404,43504,"1997-12-04","1998-12-04"
234584,74413,"1995-08-19","1996-08-18"
256620,44689,"1992-02-04","1993-02-03"
273536,59009,"1992-07-03","1993-07-03"
258212,58713,"2000-05-14","2001-05-14"
459885,69529,"2001-01-24","2002-01-24"
72048,77703,"1994-06-23","1995-06-23"
29974,40000,"1994-04-22","1995-04-22"
102042,43151,"1987-06-29","1988-06-28"
61111,88362,"2002-07-29","9999-01-01"
421487,61545,"1998-04-14","1999-04-14"
400652,76493,"1997-02-19","1998-02-19"
296142,69244,"1999-11-16","2000-11-15"
59794,57832,"1992-03-13","1993-03-13"
417604,84992,"2001-12-19","9999-01-01"
17816,101402,"1997-10-03","1998-10-03"
434197,78690,"1990-08-22","1991-08-22"
405537,51405,"1994-02-19","1995-02-19"
288893,48167,"1995-01-26","1996-01-26"
437756,40000,"1989-09-05","1990-09-05"
63963,61532,"2000-11-05","2001-11-05"
282924,43170,"1995-08-09","1996-08-08"
14976,47096,"1993-01-14","1994-01-14"
73994,47831,"1997-04-16","1998-04-16"
437684,72272,"1998-07-10","1999-07-10"
41821,71318,"2001-05-12","2002-05-12"
271449,66619,"1993-06-22","1994-06-22"
94790,64445,"1993-05-25","1994-05-25"
477813,59720,"1997-02-24","1998-02-24"
475200,57706,"1997-11-19","1998-11-19"
418540,46919,"1997-01-15","1998-01-15"
284114,91125,"2002-06-10","9999-01-01"
204332,43365,"2000-06-30","2001-06-30"
90576,46580,"1997-11-06","1998-11-06"
488973,54875,"1999-08-28","2000-08-27"
469969,49535,"1991-05-04","1992-05-03"
262987,68328,"1996-05-03","1997-05-03"
481829,57250,"1994-07-06","1995-07-06"
68550,57528,"1995-03-02","1996-03-01"
473399,40000,"1991-01-02","1992-01-02"
30978,70474,"1999-07-24","2000-02-28"
22048,45641,"1988-02-27","1989-02-26"
486684,85187,"1997-06-22","1998-06-22"
213937,46381,"1995-04-19","1996-04-18"
25433,58541,"1996-12-14","1997-12-14"
92189,76141,"1999-01-01","2000-01-01"
56842,65294,"1991-08-21","1992-08-20"
69687,40289,"1986-04-19","1987-04-19"
414024,59576,"1998-01-15","1999-01-15"
